Actual_Demand,Predicted_Demand,Dynamic_Price
195.0,235.10365,2.2955179831685597
235.00000000000003,269.36493,2.3385833475998363
275.0,299.57333,2.3765543677977323
315.0,326.96658,2.410986831914866
355.0,352.74173,2.4433853946078194
395.0,377.8351,2.4749269810242893
676.0,402.8546,2.506375715145966
266.0,586.206,2.7368427280533867
401.0,296.7108,2.372956256529109
536.0,402.59848,2.5060537802638443
98.0,491.19385,2.6174154076161726
339.0,166.20508,2.208914621418975
21.0,359.74542,2.4521888153268843
31.0,110.09893,2.1383909341374174
70.0,130.87029,2.1644998882726174
109.0,161.60944,2.2031380447296343
589.0,194.68515,2.2447131845076354
554.2857142857143,530.48175,2.6667990772058543
519.5714285714286,512.494,2.6441890343513927
484.8571428571429,489.7345,2.6155810500094874
450.1428571428571,460.66235,2.579038260757284
415.4285714285714,433.74704,2.545206552370125
380.7142857142857,408.44458,2.5134021463202694
346.0,384.34857,2.4831142104349295
290.8333333333333,360.86725,2.4535989207806193
235.66666666666669,322.35754,2.405193411841876
180.5,283.53473,2.3563943459314314
125.33333333333336,243.78757,2.3064334007913705
70.16666666666669,203.21417,2.255433897643328
14.999999999999998,161.66046,2.2032021752843973
136.16666666666669,119.03921,2.1496285883148927
257.33333333333337,215.58867,2.270988259656505
378.5,305.98306,2.384611199251668
499.66666666666674,393.01517,2.494007857355888
620.8333333333334,474.92664,2.5969680300829894
742.0,552.5764,2.6945713657552464
374.5,626.68896,2.7877285509314813
7.0,373.22256,2.4691291615600472
23.0,92.259705,2.115967582593151
39.0,113.78381,2.1430227138048883
55.0,129.5224,2.16280563242277
29.0,148.68672,2.1868945872101446
79.0,131.69258,2.1655334812533287
129.0,173.38354,2.217937722597779
172.25,211.57817,2.2659471857663407
215.5,243.44574,2.3060037311023356
258.75,273.92715,2.3443179163875656
302.0,303.61032,2.3816287387948294
277.5,333.0179,2.418593153134922
253.00000000000003,312.98917,2.3934176618355414
228.5,293.6942,2.369164484057579
204.0,274.62344,2.3451931312832106
179.5,256.42624,2.322319816286549
155.0,238.7303,2.300076569535289
614.0,221.21474,2.27806005483946
11.0,540.7085,2.6796537842015518
1078.0,96.43266,2.1212128573706934
21.0,775.77704,2.9751276351910105
244.00000000000003,86.654434,2.1089219311069525
177.5,297.13593,2.3734906317299385
111.0,235.4975,2.2960130403812866
93.0,191.40724,2.2405929534852413
190.5,179.78392,2.2259828013922274
288.0,256.68625,2.322646640777805
391.0,329.26633,2.4138775462095694
494.0,402.79504,2.5063008500765482
477.6666666666667,472.1906,2.5935289128142083
461.3333333333333,458.45135,2.5762591024550385
445.0,444.88837,2.559210858009001
359.0,431.1942,2.541997711809156
249.5,368.9321,2.4637361866484904
140.0,289.15738,2.363461842280649
235.8333333333333,207.5332,2.260862784157189
331.66666666666663,284.39313,2.3574733280601725
427.5,355.9741,2.447448383265182
523.3333333333333,425.79984,2.5352171688967626
619.1666666666666,491.3162,2.6175691977646487
715.0,553.3034,2.695485182166703
1170.0,612.4611,2.769844572983863
1625.0,863.8658,3.085852469514167
1115.0,1073.8859,3.3498412097011405
579.5,828.6936,3.041642106945992
44.0,501.91925,2.6308969021683675
471.0,103.55484,2.1301652163381677
898.0,444.15723,2.558291837746178
936.4285714285716,714.1306,2.897639975521237
974.857142857143,748.41943,2.9407399694465104
1013.2857142857142,773.7414,2.972568898960173
1051.7142857142858,791.7869,2.9952515317702897
1090.142857142857,809.91394,3.018036657826886
1128.571428571429,828.3288,3.0411835646806558
1167.0,847.2027,3.064907470551641
41.0,866.38403,3.0890178063805007
472.0,77.563385,2.0974947649810054
451.25000000000006,451.9098,2.5680365773568687
430.5,432.1533,2.5432032707090575
409.75,431.9147,2.5429033579225733
389.0,419.87866,2.5277744296131406
368.25,406.34036,2.5107572071602737
347.5,391.20416,2.4917314740555945
326.75,375.2538,2.471682367127597
306.0,358.91153,2.451140641506595
1895.0,342.47647,2.4304822817386618
54.00000000000001,1076.4054,3.3530081429180143
245.0,96.22769,2.1209552164492953
436.0,307.58197,2.3866209794420987
627.0,423.35846,2.5321484300926307
351.0,558.3003,2.7017661302085347
339.5,368.49112,2.463181888490135
328.0,368.12802,2.462725483071978
95.0,357.25864,2.4490630101333712
839.0,179.27487,2.2253429413588677
974.0,675.4178,2.8489791887626827
227.0,765.7969,2.9625829093029186
76.0,262.7394,2.3302552622510007
254.0,162.00108,2.203630324041028
432.00000000000006,296.4161,2.3725858277857026
240.5,425.94376,2.535398071865039
49.0,289.25516,2.3635847487025363
117.875,144.32379,2.181410519760296
186.75,200.8929,2.2525161333772705
255.625,252.88342,2.317866601625146
324.5,305.42932,2.383915165276867
393.375,355.12653,2.4463830141099425
462.25,402.5754,2.5060247694209603
531.125,448.3549,2.5635681785108027
600.0,492.96295,2.619639111348648
1481.0,536.7254,2.674647151260044
1195.5,987.5443,3.241312501212155
910.0,874.6494,3.0994071196580353
583.0,722.163,2.9077364527473586
256.0,508.44083,2.6390943255970227
140.5,278.2475,2.3497484621004134
25.0,202.19505,2.254152895468301
183.0,118.720024,2.1492273814302885
48.0,253.74864,2.3189541562819844
780.0,150.42741,2.189082580455344
580.0,647.84814,2.814324982756766
380.0,532.8525,2.6697790362945235
180.0,399.04044,2.5015814345353404
490.0,243.7456,2.306380645805416
374.0,465.52652,2.5851523713131557
258.0,382.23618,2.480459001838783
228.7142857142857,301.2173,2.378620787008109
199.42857142857144,279.31186,2.351086329549793
170.14285714285714,257.5085,2.323680183479759
140.85714285714286,236.66983,2.297486622765941
111.57142857142858,215.40233,2.2707540360662564
82.28571428571428,193.60426,2.243354539361858
52.99999999999999,171.24005,2.215243422267937
80.0,148.35092,2.186472497043752
972.0,169.83337,2.2134752692147472
521.0,733.4306,2.9218994758529124
950.0,479.6901,2.6029555512980114
701.0,749.2715,2.9418109949619304
475.0,593.69714,2.746258858276943
314.5,446.08524,2.5607152864111757
154.0,330.32355,2.415206438900795
455.0,212.20378,2.266733558098076
756.0,438.6181,2.5513293234419185
1057.0,635.447,2.798737135091317
555.0,812.3041,3.021041014682469
1016.0,500.19785,2.6287331558538107
993.0,785.4739,2.9873162869208665
970.0,770.52563,2.968526775987033
947.0,761.51324,2.95719848178008
924.0,745.69855,2.9373199078266943
901.0,731.7538,2.919791790352594
878.0,718.4844,2.903112566844763
855.0,705.7314,2.88708244209192
831.9999999999999,693.1405,2.8712560720024847
809.0,680.4956,2.8553618255908786
786.0,667.6614,2.8392296349609927
763.0,654.5726,2.8227774200417577
740.0,641.2105,2.8059816755141984
717.0,627.58356,2.7888530353354564
503.0,613.7212,2.7714284795314246
983.0,470.71744,2.5916771964666117
76.0,768.4786,2.965953722880093
526.0,130.15878,2.1636055423098717
513.3333333333334,494.9545,2.6221424278194014
500.6666666666666,480.46335,2.6039275025224393
488.00000000000006,480.4364,2.6038936272098008
435.0,470.85016,2.591844021382882
674.0,433.05237,2.5443333737641454
913.0,591.18414,2.7431000953581086
690.0,732.9486,2.9212936168290855
467.0,595.1484,2.748083047004992
462.0,446.18362,2.560838947014421
457.0,443.565,2.5575474230372954
399.5,439.90497,2.552946879047713
342.0,401.7407,2.5049755774558387
319.5,363.09583,2.456400176596638
297.0,348.82547,2.4384627774695327
274.5,333.60492,2.419331019035684
252.0,318.1015,2.3998437018008594
229.5,301.9003,2.379479296786686
207.00000000000003,285.16333,2.358441445529367
117.0,268.03198,2.3369078708657893
27.000000000000004,198.18097,2.2491073216293698
102.0,127.32058,2.1600380130952934
249.33333333333337,187.47993,2.2356564468402884
396.6666666666667,298.43112,2.3751186453172224
544.0,404.3632,2.5082719784724095
566.0,504.0914,2.6336272272277172
612.0,516.9112,2.6497413175050237
658.0,544.78925,2.684783160158987
84.0,571.7507,2.7186728650925334
370.0,146.3654,2.183976760095641
656.0,377.33524,2.4742986725353875
380.5,567.1835,2.7129320365995375
105.0,383.65912,2.48224759320676
219.0,181.34264,2.2279420640013976
333.0,274.01556,2.3444290450105876
148.0,357.57654,2.4494626005559326
173.33333333333334,220.1508,2.2767227153170313
198.66666666666663,244.17067,2.3069149455881095
224.0,261.63208,2.328863395416427
249.3333333333333,280.8967,2.353078424187391
274.66666666666663,299.1119,2.375974364624777
300.0,316.6847,2.398062828222107
325.3333333333333,333.8765,2.4196723866574494
350.66666666666663,350.93277,2.4411115880938303
376.0,368.00497,2.462570813045252
401.3333333333333,385.16486,2.4841402616020662
426.6666666666666,402.42902,2.5058407743091182
452.0,419.7691,2.527636716097268
342.3333333333333,437.13586,2.549466193816446
232.66666666666663,358.3959,2.450492510617682
123.0,278.54514,2.3501225863324713
196.0,195.64734,2.2459226274415283
21.0,255.2646,2.320859670899746
19.33333333333333,117.89031,2.1481844567122472
17.666666666666668,122.44261,2.1539065563681996
16.0,121.21839,2.152367749865814
364.0,121.17567,2.1523140521531627
234.0,380.37463,2.4781190913288125
430.0,286.3558,2.3599403432682537
753.0,427.52008,2.537379457127362
784.75,631.473,2.7937419405670645
816.5,652.47107,2.8201358621281813
848.2499999999999,670.6037,2.8429280146410907
880.0,686.28033,2.862633051464125
911.75,703.5815,2.884380084591243
943.5,721.8558,2.9073503118923387
975.25,740.67084,2.9310002325721567
1007.0,759.591,2.954782285825803
747.0,778.3261,2.9783317244094287
487.00000000000006,620.41394,2.7798410457619855
70.0,452.18872,2.568387171130574
162.5,140.63536,2.176774277853127
255.0,232.87576,2.292717594661102
411.0,305.09506,2.383495010842625
230.5,423.0976,2.531820537177785
50.0,291.33734,2.3662019842673345
417.0,153.21513,2.192586657878381
343.2,423.44855,2.5322616704234537
269.4,369.06894,2.4639081902767486
195.6,316.6914,2.398071249913932
121.8,257.69315,2.323912282792518
48.0,199.20552,2.2503951491456817
300.0,140.75157,2.176920350212378
321.55555555555554,332.59192,2.418057709510503
343.1111111111111,348.48782,2.438038361910621
364.6666666666667,365.58676,2.459531198211207
386.22222222222223,379.06696,2.476475390769293
407.77777777777777,392.79016,2.4937250267771507
429.33333333333337,406.8256,2.5113671387634313
450.8888888888889,421.2207,2.529461332194753
472.44444444444446,435.87906,2.54788643526635
494.0,450.68542,2.5664975697394543
468.0,465.53253,2.58515992569642
442.00000000000006,447.57632,2.5625895276419817
416.0,430.03354,2.5405387982519034
390.0,412.21722,2.518144237580958
364.0,394.66074,2.496076287716551
459.0,377.14404,2.4740583400761436
469.00000000000006,445.3715,2.559818137407719
479.00000000000006,452.0494,2.5682120502193713
489.0,459.70328,2.5778327395664498
499.0,465.88913,2.5856081608165375
509.0,472.10574,2.593422246430885
519.0,478.38565,2.601315898178444
274.0,484.7833,2.6093575454477156
29.0,307.5294,2.3865549005854962
92.88888888888889,120.47002,2.151427072028342
156.77777777777777,177.70897,2.223374653712786
220.66666666666663,228.56953,2.2873047973495333
284.55555555555554,280.22562,2.3522348974784495
348.44444444444446,328.30203,2.412665451071236
412.3333333333333,373.51273,2.4694938962342046
476.22222222222223,416.62927,2.5236900473446044
540.1111111111111,458.37524,2.5761634345498448
604.0,499.247,2.6275379669475734
802.0,539.51654,2.678155527516819
1000.0,661.947,2.83204681171253
806.0,775.57544,2.974874230254904
612.0,660.2083,2.8298613198355
418.0,537.0862,2.675100665649664
224.0,403.6458,2.5073702289626714
30.0,264.97916,2.333070570979647
81.0,119.55641,2.1502786926450246
132.0,170.66096,2.2145155241307837
141.0,214.22794,2.2692778643256077
150.0,224.92546,2.282724314584059
1657.0000000000002,232.86072,2.2926986898484083
1561.0,997.0195,3.2532225332091858
1465.0,1048.5939,3.318049951546284
1369.0,1023.2777,3.286228274743342
1273.0,966.7733,3.2152039995857695
1177.0,913.6992,3.1484915049456976
1081.0,861.83716,3.0833025320658325
985.0,810.8983,3.019273967761937
889.0,759.62683,2.9548273230225326
793.0,707.2076,2.8889379796250614
697.0,653.041,2.8208522464299444
601.0,596.7461,2.750091306263019
505.0,538.0959,2.676369827177379
725.3333333333334,476.9671,2.5995328249040655
945.6666666666669,624.7423,2.785281659795955
1166.0,754.8457,2.948817591166533
1942.0,874.7598,3.0995458890278083
741.0,1188.741,3.4942105017500866
846.3333333333334,582.61206,2.732325257140329
951.6666666666669,692.9917,2.871069035025835
1057.0,743.12775,2.9340884921037578
728.5,807.7789,3.0153529788844953
400.0,609.6648,2.766329710767414
849.9999999999999,393.9453,2.495177001865914
509.0,692.86237,2.870906471234234
168.0,470.04175,2.5908278751309064
308.1538461538462,232.8831,2.2927268208130416
448.3076923076923,346.8148,2.435935427752854
588.4615384615385,445.06625,2.55943444764211
728.6153846153846,541.54297,2.68070268706382
868.7692307692308,630.0153,2.7919096569591115
1008.923076923077,711.9757,2.894931333175914
1149.076923076923,788.6293,2.991282526679756
1289.2307692307693,860.9507,3.0821882793889404
1429.3846153846157,929.5092,3.1683641837148055
1569.5384615384617,994.57227,3.2501464411368186
1709.6923076923078,1056.2246,3.327641504353585
1849.8461538461536,1114.4714,3.400855922173225
1990.0,1169.3066,3.4697820647943396
180.0,1220.7451,3.534438661053972
1757.0,130.86472,2.1644928869556823
1340.0,1012.6124,3.272822324023786
923.0,914.4567,3.149443658909492
506.00000000000006,732.5243,2.920760284912467
89.0,461.70096,2.5803437612567386
867.9999999999999,160.67676,2.2019656949488393
456.5,698.13135,2.8775294153822957
45.0,438.41074,2.5510686783647802
311.6666666666667,147.70547,2.185661186448463
578.3333333333334,358.7562,2.4509453965228376
845.0000000000001,536.90515,2.67487309142505
477.0,702.91473,2.8835419754183853
109.0,460.69406,2.579078119242025
70.5,187.44911,2.2356177070578935
32.0,160.2431,2.201420597803045
54.2,129.06079,2.1622254029954067
76.4,150.92896,2.189713013221735
98.6,170.55,2.21437605085841
120.8,189.0194,2.2375915127975734
143.0,205.70743,2.2585678479955016
165.2,221.1992,2.278040521542302
187.4,236.05945,2.296719394070996
209.6,250.73932,2.3151715345442576
231.8,265.52292,2.3337540604045355
254.0,280.54272,2.3526334823258677
171.33333333333331,295.92346,2.3719665946124695
88.66666666666666,232.37373,2.2920865585496246
6.0,168.40083,2.211674610945051
12.999999999999998,102.8742,2.1293096730062637
20.0,110.59055,2.1390088852023426
25.0,117.65942,2.1478942351562065
30.0,123.3833,2.155088974470117
904.0,128.10522,2.1610242811958242
558.0,693.9094,2.8722225554120717
434.0,505.52036,2.6354233855486475
341.0,427.74435,2.537661357549092
248.0,353.9522,2.44490691778743
402.0,284.70224,2.3578618697258475
359.8888888888889,398.96072,2.5014812289723127
317.77777777777777,369.83328,2.4648689419080188
275.66666666666663,343.10678,2.4312745618243645
233.55555555555557,313.15045,2.393620385784427
191.44444444444443,282.98157,2.355699040998609
149.33333333333331,252.38702,2.3172426422487398
107.22222222222216,221.32762,2.2782019414921777
65.11111111111109,189.71266,2.238462919077363
23.0,157.48027,2.1979478063366527
199.5,124.593605,2.1566102902498545
376.0,261.84406,2.329129847690018
661.0,389.27335,2.489304505877594
655.0,578.3976,2.727027811867384
649.0,574.78705,2.7224894627004135
21.0,568.92395,2.7151197281721933
256.0,95.08725,2.11952171880379
232.0,294.25806,2.3698732385579424
208.0,273.39648,2.343650880685959
30.0,263.04608,2.330640749482178
175.66666666666666,125.36503,2.157579947505987
321.3333333333333,244.4369,2.3072495884261044
467.0,351.4306,2.4417373449358055
356.0,454.77426,2.571637114575525
303.0,375.21936,2.471639077117679
250.0,335.7393,2.4220138683785812
221.57142857142856,293.62872,2.369082177732101
193.14285714285717,271.94824,2.3418304880040757
164.71428571428572,250.82127,2.3152745431479977
136.28571428571428,230.26126,2.289431249395964
107.85714285714288,209.58069,2.2634364154698368
79.42857142857144,188.58578,2.2370464659305362
51.0,167.1664,2.2101229707898993
80.0,145.28574,2.182619661021646
565.0,168.70113,2.2120520787144606
543.0,510.20868,2.641316458118337
521.0,501.47726,2.6303413344713933
499.0,487.9341,2.6133180031495313
526.5,468.36282,2.588717512286769
554.0,484.82516,2.6094101621670878
474.5,502.31223,2.631390865818126
395.0,447.9682,2.5630821086259186
843.0,393.7332,2.4949103987560513
563.0,682.03326,2.857294616434402
829.9999999999999,505.46835,2.6353580105946444
1097.0,682.10034,2.8573789339101663
748.3333333333333,828.88617,3.04188416145267
399.6666666666666,623.34796,2.78352901773935
51.0,391.33328,2.4918937738837204
578.0,127.40263,2.160141147395926
548.1666666666666,518.40137,2.6516144148941043
518.3333333333334,503.00922,2.6322669605920215
488.50000000000006,492.06644,2.618512226134018
458.6666666666667,470.3628,2.591231425005595
428.8333333333333,448.66525,2.5639582788179496
399.0,426.85706,2.5365460615879885
37.0,405.2575,2.5093960857857063
826.0,126.082504,2.158481790031426
560.0,662.5635,2.832821733057322
294.0,507.3819,2.637763283488929
28.0,329.2972,2.4139163488404107
1298.0,120.39142,2.151328274270514
36.0,867.1936,3.0900354107164336
246.0,93.5622,2.117604778338462
391.5,305.43515,2.3839224934057235
537.0,396.83627,2.498810861330881
946.0,501.88763,2.630857156810829
829.2857142857143,750.5001,2.9433553069882255
712.5714285714286,684.1414,2.8599444829125997
595.8571428571429,612.20087,2.7695174719594426
479.1428571428571,531.9864,2.6686903755050277
362.4285714285714,451.95087,2.5680882010707866
245.71428571428572,370.89606,2.4662048233464904
129.0,288.24115,2.362310169638737
131.28571428571428,203.22658,2.2554494966277385
133.57142857142858,210.55865,2.2646656808037418
135.85714285714286,214.78395,2.269976751619878
138.14285714285714,218.69507,2.2748929079378692
140.42857142857142,220.77762,2.277510608581171
142.71428571428572,221.58755,2.278528665425919
145.0,221.65472,2.278613096028887
78.0,221.43636,2.278338624293528
45.0,167.07108,2.2100031565115774
118.8,139.92104,2.1758763998076907
192.6,196.81622,2.2473918732833775
266.4,252.42451,2.317289766013892
340.2,307.2936,2.386258507312014
414.00000000000006,360.08438,2.4526148775150927
411.5,411.17645,2.5168360220286163
409.0,408.015,2.512862177607706
872.0,405.27527,2.5094184221235762
604.3333333333333,696.10785,2.874985938754257
336.66666666666663,531.47107,2.668042621706794
69.0,349.21375,2.438950833365325
207.5,143.81123,2.1807662477659955
346.0,259.8065,2.3265686980788365
393.125,363.68564,2.457141549440712
440.25,401.819,2.5050739981229873
487.37500000000006,436.617,2.548814002917892
534.5,468.08145,2.588363838939187
581.625,498.29782,2.6263448771794486
628.75,527.80676,2.6634366978901944
675.875,556.95215,2.7000715475467656
723.0,585.87775,2.7364301280024095
160.0,614.61127,2.7725472698661506
789.5,207.29468,2.26056297192822
1419.0,645.54395,2.811428687520017
600.0,973.394,3.223526013774678
595.0,514.5687,2.6467968677886016
356.0,537.1565,2.67518903056538
436.75,359.88748,2.4523673803329524
517.5,428.42667,2.5385190125887966
598.25,484.8895,2.609491035547986
679.0,542.1206,2.6814287500263374
360.5,595.0473,2.74795596744626
42.0,373.20334,2.46910500261723
143.75,132.64969,2.166736538785062
245.5,220.01225,2.2765485622719037
347.25,296.7319,2.372982778573513
449.0,373.91095,2.469994446401152
41.0,445.64456,2.5601613653434994
57.63636363636364,133.53244,2.1678461281072274
74.27272727272728,154.33752,2.1939974672347167
90.9090909090909,163.71062,2.205779162704086
107.54545454545456,178.30269,2.224120941305373
124.18181818181816,191.80846,2.241097274558976
140.8181818181818,204.42157,2.256951561928326
157.45454545454544,216.3118,2.2718972115982075
174.0909090909091,227.79582,2.2863322679193976
190.72727272727272,239.12704,2.300575259388221
207.3636363636364,250.53387,2.314913290277774
224.0,262.10315,2.329455515769859
29.0,273.8399,2.3442082458485016
481.0,120.247314,2.151147137506017
415.0,451.51413,2.567539232460691
47.0,409.2365,2.514397565154604
367.0,132.05894,2.165993984390195
445.0,376.26633,2.472955085877381
492.5,429.93536,2.540415389042444
540.0,466.29233,2.5861149706887514
534.25,497.70212,2.625596100788382
528.5,492.6424,2.6192361899584244
522.75,488.10623,2.613534365211298
517.0,483.69037,2.6079837663960315
26.0,479.97168,2.603309488609068
899.0,106.287254,2.133599775837612
802.5555555555555,695.53314,2.8742635461410124
706.1111111111111,658.54535,2.8277710433548493
609.6666666666667,609.87573,2.766594843223629
513.2222222222222,543.25507,2.682854743567336
416.77777777777777,477.38867,2.600062725295507
320.33333333333337,410.94412,2.5165439904373184
223.8888888888889,343.76102,2.4320969211765404
127.44444444444444,275.19363,2.345909842396895
31.0,204.72237,2.2573296581822
501.0,131.92908,2.1658307544050617
241.0,475.70798,2.5979501501860542
226.25,291.67523,2.366626701498789
211.50000000000003,287.50772,2.3613882709170655
196.75,271.3314,2.341055139289848
182.0,259.03384,2.325597488466076
221.5,246.89125,2.310334630117247
261.0,276.2924,2.347290962147125
740.0,304.94678,2.383308627489818
37.0,621.2673,2.7809136927673244
97.33333333333334,114.45547,2.143866969555809
157.66666666666669,181.41376,2.2280314596316355
218.0,222.12737,2.279207202393227
116.5,271.40167,2.3411434664964963
14.999999999999998,194.80243,2.2448606018236408
67.28571428571428,116.12735,2.145968470768997
119.57142857142858,158.8167,2.1996276573225733
171.85714285714286,199.32715,2.2505480342765285
224.14285714285717,239.89496,2.301540510968257
276.42857142857144,278.64575,2.350249049976428
328.7142857142857,316.01468,2.39722063390023
381.0,352.4203,2.442981367084938
529.0,388.20584,2.4879626789760882
415.5,488.63788,2.614202632742455
302.0,408.67612,2.513693184906114
29.0,327.38156,2.411508448881065
264.66666666666663,114.229095,2.1435824232144833
500.3333333333333,302.57358,2.380325588827272
736.0,468.84354,2.589321762390367
151.0,624.7125,2.7852442021218677
185.0,207.62607,2.260979518861635
352.0,248.26932,2.312066821289375
95.0,367.005,2.4613138818252174
69.33333333333333,172.99043,2.2174435955420595
43.66666666666666,160.57602,2.2018390678989217
18.0,139.73717,2.1756452809306963
181.0,121.340675,2.1525214583113095
219.5,249.32355,2.3133919556435028
258.0,277.7276,2.349094963954173
238.27272727272728,306.10492,2.384764373485368
218.5454545454546,288.83044,2.363050888858968
198.8181818181818,271.91556,2.341789410259473
179.0909090909091,255.18073,2.3207542489156623
159.36363636363637,239.38902,2.3009045601082674
139.63636363636363,224.28958,2.281925033181422
119.90909090909092,209.61082,2.263474287943671
100.1818181818182,195.09538,2.245228830871421
80.45454545454547,180.54892,2.22694438262299
60.72727272727275,165.8282,2.2084408949689744
41.0,150.86,2.1896263326443846
143.0,135.6076,2.170454539750143
245.0,215.64777,2.2710625465202154
264.5,292.05176,2.367099988009664
284.0,306.3347,2.3850531998058973
959.0,319.6212,2.401753917482416
711.3333333333334,737.3856,2.9268707879675127
463.6666666666666,602.1317,2.7568608381275927
216.00000000000003,440.80832,2.554082361929817
310.2,255.95152,2.3217231079965255
404.4,331.54535,2.416742203538372
498.6,400.75894,2.5037415356400032
592.8,470.37482,2.5912465337721224
687.0,535.31976,2.672880305454541
765.1428571428571,596.235,2.7494488694433548
843.2857142857142,643.9832,2.809466873263921
921.4285714285712,689.77576,2.867026698367977
999.5714285714284,733.9589,2.922563532538158
1077.7142857142858,776.9962,2.9766600814306154
1155.857142857143,818.955,3.029400989333036
1234.0,859.83026,3.080779921122017
1089.75,899.57684,3.1307401372200987
945.5,821.20404,3.0322279627333444
801.25,740.67236,2.931002143164929
657.0,654.7978,2.8230604894445914
512.75,566.4129,2.711963416342771
368.5,474.459,2.596380221132984
224.25,378.38242,2.475614945258565
80.0,277.60654,2.3489427952956157
54.00000000000001,171.68036,2.2157968782571102
299.66666666666663,157.60368,2.1981029288721934
545.3333333333333,345.97684,2.4348821380690238
791.0,514.86145,2.647164845442596
