Actual_Demand,Predicted_Demand
240.49999999999997,232.58485
316.75,290.08252
393.0,345.84885
330.0,399.23996
34.0,352.26566
68.5,121.89713
103.0,154.0072
957.0000000000001,180.5149
492.0,725.84265
27.000000000000004,457.7335
426.0,116.03705
32.0,416.08295
241.0,114.21769
351.0,291.00528
311.125,368.904
271.25,343.05466
231.375,314.13928
191.5,283.1658
151.625,252.4054
111.75,221.82162
71.875,191.29265
32.0,160.62807
94.6,129.65326
157.2,180.03072
219.79999999999998,228.16087
282.4,275.40155
345.0,320.6864
304.0,364.4886
372.0,332.85712
222.5,380.93066
73.0,268.47833
167.0,154.0994
261.0,229.73463
272.3333333333333,301.16016
283.6666666666667,311.79523
295.0,321.114
214.66666666666669,328.8239
134.33333333333334,267.9415
54.00000000000001,206.57533
161.28571428571428,143.64348
268.57142857142856,229.03328
375.8571428571429,309.6788
483.14285714285717,388.10278
590.4285714285714,462.0765
697.7142857142858,532.2888
805.0,599.3604
2561.0,663.76733
1732.6666666666665,1252.9904
904.3333333333333,1096.9281
76.0,703.4918
227.5,106.83817
379.0,267.37384
33.0,382.3271
204.0,126.31094
375.0,280.71375
546.0,403.4733
363.0,521.3525
180.0,390.6518
425.5,252.23991
671.0,427.4237
978.9999999999999,585.72815
489.99999999999994,767.821
875.0,454.63736
785.75,704.4008
696.5,646.7251
607.25,595.33057
518.0,536.4354
428.75,478.05328
339.5,418.81885
250.25,358.36478
161.0,296.19705
174.0,231.97531
441.00000000000006,245.77179
359.0,439.59445
29.0,381.2988
109.5,127.67525
190.0,195.48085
270.5,253.90323
351.0,314.90305
431.50000000000006,372.80527
512.0,428.1096
168.0,481.28806
262.1818181818182,225.89615
356.3636363636364,302.6428
450.54545454545456,368.55563
544.7272727272727,437.04944
638.909090909091,501.8353
733.0909090909091,563.3972
827.2727272727273,622.09064
921.4545454545455,678.3681
1015.6363636363639,732.55176
1109.818181818182,784.835
1204.0,835.3101
566.0,884.0061
531.5,487.95346
497.00000000000006,486.34674
592.5,461.55566
688.0,533.4808
534.5,598.21686
381.0,497.7342
491.0,393.27658
47.0,472.23196
232.5,132.68787
418.0,291.7496
269.0,421.71323
119.99999999999999,315.58597
567.0,203.72379
324.5,518.4591
82.0,349.30273
117.0,168.59279
152.0,196.61105
187.0,222.47585
222.0,250.8847
257.0,277.86185
292.0,303.58572
327.0,328.34515
362.0,352.50024
285.0,376.32803
207.99999999999997,318.73834
131.0,260.987
54.00000000000001,201.87793
202.0,142.61298
350.0,259.62292
299.5,368.62585
249.00000000000003,333.2703
198.5,295.9596
148.0,256.18533
97.5,216.93048
47.0,177.96681
872.0,139.01039
597.3333333333333,680.57074
322.66666666666663,531.82947
48.0,346.84915
242.5,130.96634
437.0,285.89795
370.1666666666667,425.53845
303.33333333333337,382.15546
236.5,335.89444
169.66666666666669,285.48575
102.83333333333337,234.92021
36.0,183.97015
159.0,132.42859
922.9999999999999,230.49342
1699.9999999999998,716.2437
412.0,1085.8059
329.0,373.74442
398.0,351.6439
467.0,390.3798
536.0,443.86575
281.5,495.66998
27.000000000000004,315.14255
32.333333333333336,122.97462
37.666666666666664,133.83205
43.0,139.52982
801.0,146.85004
783.2727272727273,652.09283
765.5454545454545,658.5539
747.8181818181819,650.6177
730.0909090909091,632.0105
712.3636363636364,616.4534
694.6363636363636,603.16595
676.9090909090909,591.7137
659.1818181818182,581.35297
641.4545454545455,571.5013
623.7272727272727,561.7414
606.0,551.81494
55.0,541.59247
550.0,129.125
448.5,505.6705
347.0,435.8213
232.0,372.53644
31.0,286.63788
283.0,129.68007
176.5,326.525
70.0,244.65251
696.0,165.25458
685.6,593.09717
675.2,595.28577
664.8,591.4897
654.4,579.238
644.0,569.35986
528.5,561.19574
413.0,483.58997
380.5,405.39474
348.0,385.48676
315.5,364.69308
283.0,344.2578
250.5,322.7611
218.0,300.25125
126.50000000000001,276.82312
35.0,206.8004
32.5,135.39563
29.999999999999996,134.43236
208.33333333333331,132.31644
386.6666666666667,270.06287
565.0,397.99548
545.0,518.41895
525.0,503.3029
505.0,487.0323
347.0,470.11124
381.0,356.50015
414.99999999999994,383.9558
365.0,408.58182
216.49999999999997,375.2197
68.0,267.1698
65.0,154.65634
569.0,156.3944
489.49999999999994,515.20776
410.0,467.906
330.5,415.92477
251.0,354.8165
171.5,294.37796
92.0,234.08176
419.75,173.61365
747.5,416.5487
1075.25,629.9615
1403.0,819.7606
332.0,983.0236
676.0,313.57166
738.0,581.29224
800.0,613.732
862.0,660.4358
923.9999999999999,699.3371
986.0,736.58496
600.0,771.87756
325.0,526.88446
50.0,341.2966
103.99999999999999,132.83955
80.0,188.72961
56.0,173.05597
32.0,160.28355
101.66666666666667,143.24333
171.33333333333334,198.19357
241.0,249.26813
310.6666666666667,298.78998
380.33333333333337,346.289
450.00000000000006,392.52682
378.0,438.00604
306.0,384.4014
234.0,331.02225
162.0,276.80484
229.5,223.18451
297.0,277.2521
341.0,328.65317
115.00000000000001,362.37314
280.5,190.84306
446.0,319.7965
1101.0,435.19672
790.0,819.6538
895.0,652.89484
1000.0,720.98785
55.0,774.09796
24.0,101.58165
147.0,115.64363
37.0,212.65114
38.857142857142854,133.19409
40.714285714285715,144.64041
42.57142857142857,148.17848
44.42857142857143,150.59338
46.285714285714285,150.87256
48.14285714285714,149.92155
50.0,148.44122
51.85714285714286,146.96417
53.714285714285715,145.82735
55.57142857142856,145.19684
57.42857142857144,145.1127
59.285714285714285,145.53676
61.142857142857146,146.38133
63.0,147.54266
96.66666666666666,148.91263
130.33333333333331,175.44902
164.0,201.60092
253.50000000000003,227.5763
343.0,294.64117
432.50000000000006,359.42056
522.0,422.33347
545.3333333333334,482.852
568.6666666666666,497.65378
592.0,512.54663
539.1666666666666,527.2675
486.33333333333337,491.59222
433.49999999999994,456.56613
380.66666666666663,420.99817
327.8333333333333,385.5741
275.0,349.83994
597.0,313.49057
577.3333333333334,537.914
557.6666666666666,525.61444
538.0,514.6865
284.5,498.91547
31.0,315.25134
114.5,121.2245
198.0,194.04958
281.5,259.27594
365.0,324.77454
139.0,385.78986
180.0,214.3638
221.00000000000003,248.01387
262.0,275.6974
303.0,306.18518
518.0,335.69962
159.0,484.47107
413.0,219.67667
362.57142857142856,411.75342
312.1428571428571,372.43808
261.7142857142857,339.11288
211.28571428571428,301.52124
160.85714285714283,264.38422
110.42857142857144,227.16042
59.99999999999999,189.63554
1579.0,151.54909
1000.0,956.5672
674.3333333333333,763.4518
348.66666666666663,588.5767
23.0,352.45782
119.99999999999999,103.57436
85.0,193.67038
50.0,169.39969
1065.0,149.99408
1334.6666666666667,782.2652
1604.3333333333335,950.8485
1874.0000000000002,1080.6636
880.0,1183.3152
610.3333333333333,672.08203
340.66666666666663,527.8139
71.0,335.081
31.0,141.21452
68.71428571428572,127.32765
106.42857142857143,167.34688
144.14285714285714,204.02513
181.85714285714286,236.30109
219.5714285714286,264.18906
257.2857142857143,289.20685
295.0,312.7448
289.0,335.84152
283.0,327.33408
277.0,319.88513
271.0,313.21478
239.25000000000003,307.71884
207.49999999999997,283.78876
175.75,260.46213
144.0,237.14296
200.5,213.90666
257.0,258.53726
605.0,301.2369
456.3333333333333,540.0035
307.6666666666667,441.0138
159.0,335.90298
200.0,221.31895
241.0,254.72932
27.000000000000004,286.36398
82.83333333333334,120.657555
138.66666666666669,170.94875
194.5,213.84468
250.33333333333331,257.9294
306.1666666666667,299.59348
362.0,339.40616
25.0,377.87714
79.5,115.78734
134.0,164.52597
162.0,204.86092
190.0,228.62257
218.0,251.10612
85.0,272.26425
58.0,168.53078
31.0,148.23874
189.0,125.957436
274.5,249.42471
360.0,313.20074
195.0,375.59842
29.999999999999996,251.50262
95.5,121.91922
161.0,174.69884
172.0,225.42174
196.42857142857142,235.80368
220.85714285714283,255.38802
245.28571428571425,273.52902
269.7142857142857,291.3198
294.1428571428571,308.78854
318.57142857142856,326.10242
343.0,343.35233
2018.0,360.5825
1641.5,1098.6309
1265.0,1071.4297
888.5,919.41034
512.0,697.2422
605.5,453.72745
699.0,530.81604
792.5,595.0775
885.9999999999999,660.1816
979.4999999999999,719.153
1073.0,773.365
811.75,823.83026
550.5,667.0708
289.25,499.34726
28.0,314.61932
128.33333333333331,117.59032
228.66666666666669,209.76588
329.0,288.8649
396.5,366.44592
464.0,414.59998
531.5,459.23996
599.0,501.28613
666.5,542.20294
734.0,582.53253
346.0,622.5052
252.5,352.33554
159.0,291.4909
679.0,220.3475
547.5,582.52924
415.99999999999994,502.40338
358.0,418.01294
289.3333333333333,375.00052
220.66666666666663,324.20514
152.0,274.07254
361.0,223.20972
570.0,379.792
771.0,522.0819
414.00000000000006,649.8977
337.0,408.80463
523.0,357.81146
46.0,484.7162
147.75,123.71826
249.49999999999997,220.3918
351.25,295.3333
452.99999999999994,373.2403
554.75,445.67892
656.5,513.6271
758.25,577.8917
860.0,639.29126
506.50000000000006,698.3665
153.0,464.81033
910.0,207.64542
35.0,706.8753
299.0,97.02244
563.0,338.54938
603.0,514.14014
643.0,546.0845
728.0,573.33765
883.5000000000001,624.62
1039.0,715.6113
1264.0,801.4471
1489.0,916.9215
861.0,1021.86566
233.0,676.50806
1247.0,250.55417
68.0,867.12396
81.28571428571429,100.31457
94.57142857142857,179.0287
107.85714285714288,181.90279
121.14285714285714,202.08539
134.42857142857144,216.89236
147.71428571428572,228.20023
161.0,236.63661
561.5,243.39737
961.9999999999999,518.8783
171.0,757.296
660.0,218.9142
1149.0,570.96136
973.0,844.2618
797.0,758.86786
621.0,656.2065
602.0,540.6843
583.0,531.2813
564.0,520.7182
545.0,511.9406
526.0,502.15836
636.5,491.42828
747.0,566.1315
590.5,635.42676
433.99999999999994,532.935
615.2857142857142,426.65106
796.5714285714286,550.2325
977.8571428571428,662.4124
1159.142857142857,769.1421
1340.4285714285713,866.5127
1521.7142857142858,955.7629
1703.0,1037.8207
1000.0,1113.4446
1004.5,750.69586
1009.0,773.85583
562.5,772.54645
116.0,491.6598
563.0,175.44
623.6666666666666,516.6742
684.3333333333334,558.1516
745.0,605.6541
703.375,642.15186
661.75,612.82275
620.125,583.6204
578.5,553.80896
536.875,524.9419
495.25,496.70804
453.625,468.82718
412.0,440.99332
353.3333333333333,412.96268
294.6666666666667,372.17722
236.0,330.82855
177.33333333333334,288.47922
118.66666666666669,245.289
59.99999999999999,201.16075
207.66666666666666,156.02818
355.3333333333333,270.91595
503.0,377.59088
337.0,479.4368
310.0,360.118
131.0,339.86542
360.0,200.04161
424.99999999999994,372.76987
236.0,418.10358
116.0,281.88223
160.5,191.95747
205.0,227.53448
249.49999999999997,262.0593
294.0,297.0357
23.0,330.22302
30.799999999999997,118.473885
38.6,129.1621
46.4,133.73729
54.2,141.49573
62.0,148.35092
69.8,154.43825
77.6,159.92668
85.4,165.0801
93.2,170.12352
101.0,175.21802
75.0,180.4669
85.0,159.3454
432.00000000000006,167.02505
17.0,419.3084
459.0,105.933876
415.49999999999994,437.22833
372.0,407.7412
328.5,380.85458
285.0,347.53558
348.3333333333333,315.4643
411.6666666666667,362.76294
475.0,408.49622
480.99999999999994,453.73465
564.0,458.0638
396.0,514.2004
228.0,395.88483
244.57142857142858,274.2766
261.14285714285717,289.43256
277.7142857142857,302.84723
294.2857142857143,317.68024
310.8571428571429,331.18213
327.42857142857144,343.5889
344.0,355.18237
1403.0,366.29507
1254.8,939.2914
1106.6,908.5352
958.4000000000001,839.55707
810.2,748.2074
662.0,657.5071
357.0,564.927
51.99999999999999,355.82016
207.99999999999997,131.1966
364.0,268.2369
475.0,385.3226
586.0,467.47833
417.0,542.17175
248.0,422.90802
79.0,298.3059
263.66666666666663,165.68466
448.33333333333337,308.81702
633.0,439.25455
532.8333333333334,563.51385
432.66666666666663,496.3468
332.5,426.10623
232.33333333333334,351.91162
132.16666666666663,277.76694
32.0,202.9216
505.33333333333337,126.767845
978.6666666666666,473.31134
1452.0,761.7827
938.0000000000001,1002.3685
200.0,737.25995
349.5,228.74826
498.99999999999994,359.39505
516.0,462.64926
364.0,481.40945
476.59999999999997,378.29608
589.2,462.11346
701.8,536.237
814.4,608.8185
927.0,676.6831
476.5,740.8118
25.999999999999996,443.87723
31.5,107.17779
37.0,124.91899
123.3,132.42285
209.60000000000002,207.79211
295.9,276.5965
382.2,341.08844
468.50000000000006,401.07382
554.8,457.84943
641.1,512.4497
727.4,565.5761
813.6999999999999,617.571
900.0000000000001,668.5233
840.0,718.3658
780.0,681.2293
720.0,644.69995
660.0,607.1638
600.0,570.2577
540.0,533.28625
505.0,495.8463
675.0,474.99316
845.0000000000001,589.55255
177.0,693.91437
148.66666666666666,222.69894
120.33333333333334,223.76044
92.0,198.56241
331.0,181.74184
353.42857142857144,363.8886
375.85714285714283,379.88046
398.2857142857143,396.3124
420.7142857142857,408.75006
443.14285714285717,421.35916
465.57142857142856,434.43274
488.00000000000006,448.12225
504.0,462.35226
520.0,472.59232
536.0,483.20035
552.0,493.9589
568.0,504.82782
561.75,515.70355
555.5,511.63483
549.25,507.80527
543.0,503.8656
229.0,500.06497
817.0,271.8523
638.5,666.5724
460.00000000000006,558.9539
245.5,446.00604
31.0,287.94092
719.0,123.1361
278.0,603.30237
252.0,308.37344
225.99999999999997,305.89438
200.0,281.11218
174.0,262.44366
148.0,243.06195
122.00000000000001,223.37051
346.5,203.24817
571.0,369.5091
795.5,521.5659
1020.0,662.51904
659.0,790.1678
472.66666666666663,567.22076
286.3333333333333,444.32855
100.0,308.11542
96.0,169.95999
739.0,175.7677
696.25,616.84875
653.5,602.4172
610.75,580.9036
568.0,548.2562
299.0,517.0636
29.999999999999996,323.49313
342.0,118.54007
311.375,362.5149
280.75,340.90735
250.125,324.3441
219.5,301.2445
188.875,277.75104
158.25,253.9346
127.625,230.03041
97.0,206.06169
658.5,182.01332
1220.0,568.6196
941.7499999999999,883.15063
663.5,745.56757
385.25,573.60614
107.0,377.21246
427.0,169.06088
421.0,416.1155
528.0,414.4763
635.0,495.87067
533.5,566.1388
432.00000000000006,497.64682
330.5,427.2999
229.0,353.3119
52.99999999999999,278.63834
91.5,142.94777
130.0,179.0646
168.5,210.05502
207.00000000000003,241.6698
245.5,270.9365
284.0,298.4687
322.5,324.86963
361.0,350.687
491.5,376.29346
622.0,465.3924
316.0,550.4955
209.0,334.60034
102.0,259.18756
103.0,175.8611
60.5,181.26227
18.0,150.48769
255.0,120.187996
306.0,303.77396
357.0,341.24298
346.0,378.38593
335.0,367.51248
227.6666666666667,357.09955
120.33333333333334,275.17468
12.999999999999998,192.7218
28.5,108.23798
44.0,123.80223
59.5,137.98795
75.0,152.48946
90.5,165.54788
105.99999999999999,177.45576
121.5,188.59207
137.0,199.33534
494.0,209.97644
442.24999999999994,463.19244
390.5,429.6424
338.75,393.9492
287.0,353.81937
272.0,315.24734
97.0,305.20587
617.0,171.60277
639.6666666666666,540.61035
662.3333333333334,561.3503
685.0,580.62036
662.0,592.09296
639.0,575.19104
616.0,559.36456
593.0,544.0696
570.0,529.574
547.0,515.46686
524.0,501.45386
468.7142857142858,487.31448
413.4285714285714,450.46042
358.1428571428571,413.283
302.8571428571429,375.10895
247.57142857142856,336.32205
192.28571428571428,296.78992
137.0,256.42538
103.66666666666666,215.16232
70.33333333333333,190.32188
37.0,164.58665
44.0,138.38464
31.0,143.93219
30.75,132.69514
30.500000000000004,131.75513
30.25,130.24696
29.999999999999996,128.75903
40.0,127.27299
50.0,134.09506
62.0,141.02083
74.0,149.74054
562.0,158.5404
257.0,502.23715
338.375,292.81842
419.75,357.28952
501.125,410.40094
582.5,467.0786
663.875,521.8022
745.25,574.7533
826.6250000000001,625.8882
908.0,675.3085
159.0,723.101
120.66666666666666,194.55222
82.33333333333333,192.63657
44.0,161.97888
431.0,140.3347
22.0,431.03677
124.50000000000001,121.992455
227.0,214.85739
87.0,286.6459
71.33333333333333,177.79181
55.66666666666668,165.71042
40.0,150.3936
182.0,136.99579
324.0,246.27802
466.0,349.8044
366.0,449.01788
71.0,377.15723
136.42857142857144,150.15059
201.85714285714286,204.74228
267.2857142857143,253.87631
332.7142857142857,305.7216
398.14285714285717,355.04068
463.5714285714285,402.05942
529.0,447.11197
1000.0,490.6349
838.0,771.26227
676.0,681.0866
514.0,582.0614
352.0,471.18637
109.0,358.25906
199.0,177.1108
289.0,257.53873
455.0,327.21652
466.6000000000001,448.91388
478.2,457.35843
489.8,464.7544
501.3999999999999,469.6748
513.0,475.09137
323.0,481.1385
133.0,344.19443
112.99999999999999,202.23495
93.0,190.48172
93.33333333333333,176.84106
93.66666666666667,180.6142
94.0,182.73387
94.33333333333333,183.69957
94.66666666666667,183.5287
95.0,182.64836
86.16666666666667,181.43623
77.33333333333333,172.98837
68.5,164.72523
59.66666666666667,156.65598
50.83333333333333,148.90906
42.0,141.43417
262.0,134.15732
482.0,301.454
691.0,456.36765
936.0,593.6777
955.0,739.143
817.3333333333334,749.8665
679.6666666666667,665.84845
542.0,577.48364
1004.0,486.50812
557.0,770.01044
110.0,491.1018
102.28571428571429,174.33127
94.57142857142857,181.98245
86.85714285714286,179.3314
79.14285714285714,180.35269
71.42857142857143,178.1853
63.714285714285715,173.34401
56.0,166.44673
64.66666666666667,158.2902
73.33333333333333,162.54836
82.0,166.5884
135.6,170.92036
189.2,210.4243
242.79999999999998,249.42882
296.4,288.2893
350.0,326.5142
384.0,364.2092
418.0,387.591
316.3333333333333,411.0193
214.66666666666669,337.13187
112.99999999999999,262.41107
456.0,185.26704
215.0,437.69244
118.5,263.66708
22.0,196.79105
85.0,119.22942
107.66666666666667,171.98712
130.33333333333334,190.27158
153.0,209.25357
175.66666666666669,226.36972
198.33333333333334,242.6231
221.00000000000003,258.39032
253.99999999999997,273.9961
294.5,297.32687
335.0,326.09085
423.00000000000006,354.72473
511.0,416.58145
599.0,476.43808
508.8333333333333,534.6547
418.6666666666667,473.00797
328.5,410.60745
238.3333333333333,345.91922
148.16666666666663,281.0495
58.0,215.27455
489.99999999999994,148.05171
64.0,464.92215
48.666666666666664,148.76744
33.33333333333333,149.19571
18.0,132.8214
82.66666666666667,121.76074
147.33333333333334,173.54736
211.99999999999997,222.93622
276.6666666666667,271.04425
341.33333333333337,317.2415
406.0,362.06104
470.66666666666674,405.91754
535.3333333333334,449.07605
600.0,491.64767
443.33333333333337,533.6308
286.6666666666667,425.33548
130.0,313.6648
957.0000000000001,195.98564
539.0,729.0831
373.0,486.57004
411.5,385.90213
450.00000000000006,410.37762
2380.0,437.24078
495.0,1173.5071
505.6666666666667,403.82562
516.3333333333334,490.4833
527.0,473.9998
675.0,489.36798
357.0,591.05475
416.66666666666663,371.0583
476.33333333333337,424.78897
536.0,463.24435
595.6666666666666,504.51962
655.3333333333333,543.0495
715.0,579.8348
774.6666666666666,615.37366
834.3333333333333,650.12103
894.0,684.3289
1429.5,718.09595
1965.0,987.4411
1695.7142857142856,1202.5347
1426.4285714285716,1110.2532
1157.142857142857,990.1514
887.8571428571429,847.75476
618.5714285714287,695.77106
349.2857142857142,530.97546
80.0,352.38998
232.66666666666666,158.51483
385.3333333333333,293.8495
538.0,407.47333
374.0,515.6667
210.0,399.7244
46.0,277.7664
633.0,146.54561
532.5,557.4207
432.00000000000006,496.44635
331.5,431.15015
230.99999999999997,354.73132
130.5,278.75046
29.999999999999996,202.30238
1159.0,124.94347
664.5,812.7063
170.0,569.3903
983.0,230.02286
631.0,746.8735
540.3333333333334,545.3027
449.66666666666663,500.05713
359.0,433.27954
29.999999999999996,370.89694
28.0,117.972755
553.0,128.56694
299.5,506.16904
46.0,334.17596
284.0,145.71814
522.0,327.1541
760.0,489.83826
724.375,642.57855
688.75,620.00256
653.125,595.0574
617.5,568.29816
581.875,543.6113
546.25,520.2736
510.625,497.7488
475.0,475.4893
599.0,453.0938
152.0,538.9012
871.0,210.65762
159.0,694.3085
373.0,206.67046
410.4,393.59152
447.8,412.1985
485.20000000000005,442.15256
522.6,467.3413
560.0,491.69165
569.5,515.2687
579.0,519.9552
1192.0,525.0164
600.0,870.0586
158.0,520.54114
142.0,213.11061
189.125,208.65558
236.25,248.038
283.375,289.5647
330.5,328.30255
377.625,363.66388
424.74999999999994,396.3982
471.87499999999994,427.40698
519.0,457.445
244.00000000000003,487.0277
327.0,285.42145
410.0,351.00006
493.0,408.0212
576.0,467.19052
659.0,523.3266
742.0,576.87256
825.0,628.15674
908.0,677.5648
336.0,725.36646
748.0,336.13275
904.9999999999999,626.8633
1062.0,719.78485
50.0,813.91046
502.0,100.79233
401.0,473.3626
22.0,397.24768
374.0,116.8199
375.7142857142857,393.73416
377.42857142857144,393.12146
379.14285714285717,398.87372
380.85714285714283,397.70428
382.57142857142856,396.449
384.2857142857143,395.34064
386.0,394.71585
1239.0,394.60834
673.0,878.62976
107.0,570.783
475.0,171.20477
442.00000000000006,449.76297
409.0,425.59778
376.0,410.8739
25.0,388.62558
426.0,117.78527
418.5,424.804
411.0,418.87918
429.33333333333337,418.04312
447.6666666666667,428.54062
466.0,439.17545
19.0,450.28134
335.0,106.54658
21.0,357.57364
135.57142857142856,111.650276
250.1428571428571,214.3995
364.7142857142857,298.82846
479.28571428571433,383.57556
593.8571428571429,462.7717
708.4285714285714,537.432
823.0,608.33716
29.999999999999996,676.15625
838.0,95.92718
124.0,661.28546
83.0,170.25969
42.0,171.3444
884.0000000000001,135.2226
262.0,692.8273
270.0,294.85526
149.0,321.89053
28.0,220.7146
485.0,127.522896
432.8333333333333,461.701
380.6666666666667,428.70078
328.5,395.16852
276.33333333333337,354.06967
224.16666666666669,313.95346
172.0,274.4673
192.33333333333334,235.39198
212.66666666666666,252.44272
233.0,268.60367
253.33333333333331,284.80652
273.66666666666663,300.09106
294.0,314.6984
530.0,328.8707
1100.0,492.1343
886.3333333333335,821.762
672.6666666666667,711.01636
459.0,580.17096
618.0,431.67453
669.0,542.7869
353.0,576.24133
37.0,359.6494
447.0,123.51881
1470.0,436.4797
783.0,974.87616
96.0,641.031
43.0,164.01547
469.00000000000006,134.94156
461.44444444444446,448.16833
453.8888888888889,448.231
446.3333333333333,449.57016
438.7777777777777,442.6396
431.22222222222223,435.56876
423.6666666666667,428.56958
416.1111111111111,421.9768
408.55555555555554,415.80838
401.0,410.00998
227.0,404.49026
52.99999999999999,275.80283
375.0,142.79059
697.0,386.78375
562.0,599.7709
427.0,516.0736
292.0,423.62897
376.5,322.95712
460.99999999999994,385.28247
487.00000000000006,444.1736
513.0,463.50403
539.0,481.8267
553.5,498.82587
568.0,507.83582
582.5,516.9345
597.0,526.0602
656.0,535.3429
41.0,573.7146
161.66666666666669,114.26859
282.33333333333337,231.29243
403.0,319.25516
523.6666666666667,410.81918
644.3333333333334,495.15924
765.0,573.50226
221.00000000000003,646.8639
1834.0,260.3983
676.0,1045.7999
830.9999999999999,541.7496
599.0,688.8487
367.0,523.6546
135.0,371.3809
412.0,201.16751
674.3333333333333,416.47232
936.6666666666665,591.54785
1199.0,751.9635
1461.3333333333333,892.20404
1723.6666666666665,1015.5606
1986.0000000000002,1124.5096
236.0,1220.9329
18.0,188.56407
53.5,102.912636
89.0,132.03886
84.42857142857143,176.23108
79.85714285714286,185.3308
75.28571428571429,189.28868
70.71428571428572,187.41486
66.14285714285714,181.9267
61.57142857142857,174.35144
57.0,165.9532
98.2,157.60237
139.4,185.86034
180.60000000000002,214.28954
221.8,243.33444
263.0,272.4156
375.0,301.55396
488.50000000000006,381.45905
602.0,459.5743
715.5,535.0695
828.9999999999999,607.1444
447.5,676.0127
66.0,421.02228
142.75,137.19875
219.5,208.50894
296.25,269.63263
373.0,332.64838
326.0,390.7767
279.0,356.93665
232.0,321.96216
185.0,285.17007
138.0,248.63417
91.0,212.2691
44.0,175.91818
195.5,139.35378
347.0,257.54077
1003.0,368.0336
781.6666666666666,766.7458
560.3333333333333,650.44446
339.0,509.41492
32.0,348.40778
60.5,111.36816
89.0,144.97955
117.50000000000001,171.20964
146.0,199.61574
236.75,224.83893
327.5,294.16455
418.25,359.17072
508.99999999999994,421.46234
514.0909090909091,481.02087
519.1818181818181,481.60156
524.2727272727273,482.76422
529.3636363636364,484.20068
534.4545454545455,486.89203
539.5454545454545,490.43756
544.6363636363636,494.49484
549.7272727272727,498.76776
554.8181818181819,503.05334
559.9090909090909,507.23074
565.0,511.2493
381.33333333333337,515.0961
197.66666666666669,386.50287
14.0,253.14449
307.0,111.248314
232.0,340.97064
157.0,285.7838
82.0,233.56975
195.5,174.1155
309.0,261.39972
22.0,343.47757
257.0,120.06337
22.0,303.7429
141.5,116.89005
261.0,215.96802
198.0,303.15884
135.0,256.53906
146.33333333333334,208.30394
157.66666666666666,216.12997
169.0,224.23524
180.33333333333334,233.25044
191.66666666666669,242.07535
203.0,250.70052
108.49999999999999,259.15582
14.0,185.80466
21.0,111.33221
28.0,117.996346
35.0,124.20676
144.0,131.07112
253.00000000000003,216.71877
267.6,298.21207
282.2,308.53784
296.8,317.91077
311.4,326.58453
326.0,336.00278
250.0,346.06015
174.0,289.6913
98.0,233.20534
22.0,175.39719
25.0,117.10719
28.0,122.502914
43.166666666666664,126.65182
58.33333333333332,140.36627
73.5,152.73141
88.66666666666666,164.19942
103.83333333333333,174.97691
119.0,185.42572
126.99999999999999,195.81929
135.0,200.78172
165.0,206.02917
421.0,228.43666
677.0,413.20926
581.0,582.41254
485.0,522.001
883.0000000000001,456.33408
526.0,702.97235
511.0,474.14142
496.0,474.1862
676.5,461.61237
857.0,583.9842
51.99999999999999,695.7295
1803.0000000000002,115.10108
1104.0,1010.1631
405.0,802.6517
396.42857142857144,394.20255
387.85714285714283,397.9088
379.2857142857143,390.69016
370.7142857142857,391.32718
362.14285714285717,389.62354
353.57142857142856,385.9006
345.0,380.34845
448.0,373.56015
349.0,445.09155
250.0,371.8921
151.0,298.94174
128.0,222.341
105.0,205.37921
229.5,187.9535
354.0,284.31613
524.3333333333334,374.71527
694.6666666666667,491.95444
865.0000000000001,600.803
751.0,702.36896
637.0,630.43396
523.0,555.9835
457.0,477.97067
314.66666666666663,434.2657
172.33333333333331,334.22885
29.999999999999996,232.28564
31.375,125.2881
32.75,133.19118
34.125,137.1966
35.5,140.86131
36.875,142.31505
38.25,142.19225
39.625,141.13336
41.0,139.71637
46.0,138.34966
532.0,140.1751
287.0,484.64865
1087.0,317.4957
590.0,799.372
433.99999999999994,516.0338
400.0,420.69522
366.0,391.89313
432.99999999999994,369.58902
931.0,421.30298
875.0,732.3863
667.5,706.5119
460.00000000000006,580.0511
414.00000000000006,438.27515
459.33333333333326,408.4511
504.6666666666667,442.1547
550.0,475.75732
595.3333333333334,508.4324
640.6666666666667,539.0777
686.0,568.1401
731.3333333333334,596.07495
776.6666666666667,623.2699
822.0,649.9855
798.0,676.36597
774.0,660.45074
721.75,645.362
669.5,612.1816
617.25,579.58655
565.0,546.73364
986.0,513.73065
639.5,769.77594
293.0,556.3232
50.0,321.06586
140.0,136.80862
230.00000000000003,216.66862
967.0,287.37717
667.5,751.20294
368.0,584.9268
439.0,385.09033
441.00000000000006,433.07648
442.99999999999994,430.53326
445.0,433.29465
447.0,435.06116
449.0,436.82715
451.00000000000006,438.40836
452.99999999999994,439.84695
755.0,441.18158
1057.0,636.596
68.0,809.28156
288.5,121.65178
508.99999999999994,325.79553
328.0,473.5287
834.5,350.61264
1341.0,683.26196
853.0,948.9302
706.0,688.8108
559.0,605.2342
530.75,502.25174
502.5,486.76605
474.25,469.78827
446.0,454.08914
694.0,437.28442
614.5,603.0218
535.0,550.62396
455.5,499.5598
376.0,443.1063
296.5,386.70035
216.99999999999997,329.797
137.5,272.15295
58.0,213.3854
279.0,153.17241
500.0,323.63962
721.0,477.72546
325.0,620.79
271.5,346.6766
218.0,311.8111
40.0,267.2542
12.0,129.0817
241.0,111.89103
349.0,290.4585
457.0,370.77267
